id,hospcode,areacode,date_com,b_year,target,result,result10,result11,result12,result01,result02,result03,result04,result05,result06,result07,result08,result09
"92a705c26f22754d7462e9f742436b6f","10077","95061402","202411161613","2567",5784,17341,1706,2045,1408,2366,863,2490,1280,1227,1167,1340,809,640
"92a705c26f22754d7462e9f742436b6f","06690","57040208","202411160710","2567",3992,15275,1999,1781,1055,1157,1026,1036,1117,1230,1455,1220,1185,1015
"92a705c26f22754d7462e9f742436b6f","02328","25021106","202411161319","2567",3829,14536,589,1401,1061,2745,671,914,1332,720,993,1546,1300,1264
"92a705c26f22754d7462e9f742436b6f","04696","42030603","202411162110","2567",1605,7796,868,918,766,1047,390,519,445,404,561,484,639,755
"92a705c26f22754d7462e9f742436b6f","00957","11030203","202411161231","2567",6480,15575,629,960,964,1209,1287,1536,1112,1157,2935,1198,1363,1225
"92a705c26f22754d7462e9f742436b6f","02011","21080301","202411161956","2567",4149,11829,1043,668,958,708,1946,941,643,800,1037,1023,1317,745
"92a705c26f22754d7462e9f742436b6f","09616","91010903","202411170305","2567",3118,13495,1957,2505,908,1327,850,818,611,795,1107,696,685,1236
"92a705c26f22754d7462e9f742436b6f","06599","56040104","202411161833","2567",1165,3606,319,359,280,310,286,261,304,443,249,795,0,0
"92a705c26f22754d7462e9f742436b6f","02019","22010801","202411160729","2567",2535,8387,604,761,651,653,751,672,679,656,679,792,699,790
"92a705c26f22754d7462e9f742436b6f","06943","60040805","202411161425","2567",1999,9429,658,778,593,1104,825,1339,566,579,654,966,791,576
"92a705c26f22754d7462e9f742436b6f","09807","93030203","202411120826","2567",1807,6374,408,1352,839,558,312,345,363,519,308,539,464,367
"92a705c26f22754d7462e9f742436b6f","06607","56050407","202411161833","2567",6120,25855,1257,2400,6970,4074,3720,950,1024,1017,941,1560,1233,743
"92a705c26f22754d7462e9f742436b6f","08731","77060402","202411160651","2567",13676,48476,5664,6032,9987,5334,2472,2488,2013,1958,4344,3351,3029,1804
